CodigoNacional;momento;RRR24_Valor;Traza_Valor
170001;02-01-1961 12:00:00;;0.0
170001;03-01-1961 12:00:00;;0.0
170001;04-01-1961 12:00:00;;0.0
170001;05-01-1961 12:00:00;;0.0
170001;06-01-1961 12:00:00;;0.0
170001;07-01-1961 12:00:00;;0.0
170001;08-01-1961 12:00:00;;0.0
170001;09-01-1961 12:00:00;;0.0
170001;10-01-1961 12:00:00;;0.0
170001;11-01-1961 12:00:00;;0.0
170001;12-01-1961 12:00:00;;0.0
170001;13-01-1961 12:00:00;;0.0
170001;14-01-1961 12:00:00;;0.0
170001;15-01-1961 12:00:00;;0.0
170001;16-01-1961 12:00:00;;0.0
170001;17-01-1961 12:00:00;;0.0
170001;18-01-1961 12:00:00;;0.0
170001;19-01-1961 12:00:00;;0.0
170001;20-01-1961 12:00:00;;0.0
170001;21-01-1961 12:00:00;;0.0
170001;22-01-1961 12:00:00;;0.0
170001;23-01-1961 12:00:00;;0.0
170001;24-01-1961 12:00:00;;0.0
170001;25-01-1961 12:00:00;;0.0
170001;26-01-1961 12:00:00;;0.0
170001;27-01-1961 12:00:00;;0.0
170001;28-01-1961 12:00:00;;0.0
170001;29-01-1961 12:00:00;;0.0
170001;30-01-1961 12:00:00;;0.0
170001;31-01-1961 12:00:00;;0.0
170001;01-02-1961 12:00:00;;0.0
170001;02-02-1961 12:00:00;;0.0
170001;03-02-1961 12:00:00;;0.0
170001;04-02-1961 12:00:00;;0.0
170001;05-02-1961 12:00:00;;0.0
170001;06-02-1961 12:00:00;;0.0
170001;07-02-1961 12:00:00;;0.0
170001;08-02-1961 12:00:00;;0.0
170001;09-02-1961 12:00:00;;0.0
170001;10-02-1961 12:00:00;;0.0
170001;11-02-1961 12:00:00;;0.0
170001;12-02-1961 12:00:00;;0.0
170001;13-02-1961 12:00:00;;0.0
170001;14-02-1961 12:00:00;;0.0
170001;15-02-1961 12:00:00;;0.0
170001;16-02-1961 12:00:00;;0.0
170001;17-02-1961 12:00:00;;0.0
170001;18-02-1961 12:00:00;;0.0
170001;19-02-1961 12:00:00;;0.0
170001;20-02-1961 12:00:00;;0.0
170001;21-02-1961 12:00:00;;0.0
170001;22-02-1961 12:00:00;;0.0
170001;23-02-1961 12:00:00;;0.0
170001;24-02-1961 12:00:00;;0.0
170001;25-02-1961 12:00:00;;0.0
170001;26-02-1961 12:00:00;;0.0
170001;27-02-1961 12:00:00;;0.0
170001;28-02-1961 12:00:00;;0.0
170001;01-03-1961 12:00:00;;0.0
170001;02-03-1961 12:00:00;;0.0
170001;03-03-1961 12:00:00;;0.0
170001;04-03-1961 12:00:00;;0.0
170001;05-03-1961 12:00:00;;0.0
170001;06-03-1961 12:00:00;;0.0
170001;07-03-1961 12:00:00;;0.0
170001;08-03-1961 12:00:00;;0.0
170001;09-03-1961 12:00:00;;0.0
170001;10-03-1961 12:00:00;;0.0
170001;11-03-1961 12:00:00;;0.0
170001;12-03-1961 12:00:00;;0.0
170001;13-03-1961 12:00:00;;0.0
170001;14-03-1961 12:00:00;;0.0
170001;15-03-1961 12:00:00;;0.0
170001;16-03-1961 12:00:00;;0.0
170001;17-03-1961 12:00:00;;0.0
170001;18-03-1961 12:00:00;;0.0
170001;19-03-1961 12:00:00;;0.0
170001;20-03-1961 12:00:00;;0.0
170001;21-03-1961 12:00:00;;0.0
170001;22-03-1961 12:00:00;;0.0
170001;23-03-1961 12:00:00;;0.0
170001;24-03-1961 12:00:00;;0.0
170001;25-03-1961 12:00:00;;0.0
170001;26-03-1961 12:00:00;;0.0
170001;27-03-1961 12:00:00;;0.0
170001;28-03-1961 12:00:00;;0.0
170001;29-03-1961 12:00:00;;0.0
170001;30-03-1961 12:00:00;;0.0
170001;31-03-1961 12:00:00;;0.0
170001;01-04-1961 12:00:00;;0.0
170001;02-04-1961 12:00:00;;0.0
170001;03-04-1961 12:00:00;;0.0
170001;04-04-1961 12:00:00;;0.0
170001;05-04-1961 12:00:00;;0.0
170001;06-04-1961 12:00:00;;0.0
170001;07-04-1961 12:00:00;;0.0
170001;08-04-1961 12:00:00;;0.0
170001;09-04-1961 12:00:00;;0.0
170001;10-04-1961 12:00:00;;0.0
170001;11-04-1961 12:00:00;;0.0
170001;12-04-1961 12:00:00;;0.0
170001;13-04-1961 12:00:00;;0.0
170001;14-04-1961 12:00:00;;0.0
170001;15-04-1961 12:00:00;;0.0
170001;16-04-1961 12:00:00;;0.0
170001;17-04-1961 12:00:00;;0.0
170001;18-04-1961 12:00:00;;0.0
170001;19-04-1961 12:00:00;;0.0
170001;20-04-1961 12:00:00;;0.0
170001;21-04-1961 12:00:00;;0.0
170001;22-04-1961 12:00:00;;0.0
170001;23-04-1961 12:00:00;;0.0
170001;24-04-1961 12:00:00;;0.0
170001;25-04-1961 12:00:00;;0.0
170001;26-04-1961 12:00:00;;0.0
170001;27-04-1961 12:00:00;;0.0
170001;28-04-1961 12:00:00;;0.0
170001;29-04-1961 12:00:00;;0.0
170001;30-04-1961 12:00:00;;0.0
170001;01-05-1961 12:00:00;;0.0
170001;02-05-1961 12:00:00;;0.0
170001;03-05-1961 12:00:00;;0.0
170001;04-05-1961 12:00:00;;0.0
170001;05-05-1961 12:00:00;;0.0
170001;06-05-1961 12:00:00;;0.0
170001;07-05-1961 12:00:00;;0.0
170001;08-05-1961 12:00:00;;0.0
170001;09-05-1961 12:00:00;;0.0
170001;10-05-1961 12:00:00;;0.0
170001;11-05-1961 12:00:00;;0.0
170001;12-05-1961 12:00:00;;0.0
170001;13-05-1961 12:00:00;;0.0
170001;14-05-1961 12:00:00;;0.0
170001;15-05-1961 12:00:00;;0.0
170001;16-05-1961 12:00:00;;0.0
170001;17-05-1961 12:00:00;;0.0
170001;18-05-1961 12:00:00;;0.0
170001;19-05-1961 12:00:00;;0.0
170001;20-05-1961 12:00:00;;0.0
170001;21-05-1961 12:00:00;;0.0
170001;22-05-1961 12:00:00;;0.0
170001;23-05-1961 12:00:00;;0.0
170001;24-05-1961 12:00:00;;0.0
170001;25-05-1961 12:00:00;;0.0
170001;26-05-1961 12:00:00;;0.0
170001;27-05-1961 12:00:00;;0.0
170001;28-05-1961 12:00:00;;0.0
170001;29-05-1961 12:00:00;;0.0
170001;30-05-1961 12:00:00;;0.0
170001;31-05-1961 12:00:00;;0.0
170001;01-06-1961 12:00:00;;0.0
